amount,failed_attempts,new_device,account_age_days,international,is_fraud
22701,4,0,775,0,0
18120,0,1,360,1,0
8255,2,0,518,1,0
69219,4,1,952,0,0
81151,6,1,320,0,1
36877,2,1,231,0,0
19810,5,0,946,0,0
24632,4,1,30,0,0
18701,0,1,534,0,0
63327,9,0,921,0,1
5067,5,1,156,1,1
84389,7,1,630,0,1
20122,0,1,852,1,0
43563,1,1,935,0,0
74771,3,1,963,0,0
5822,1,1,901,1,0
27513,8,0,705,0,0
92872,9,1,399,0,0
81150,7,1,346,0,0
85967,7,0,195,0,1
83696,3,1,168,0,0
66832,4,1,377,0,0
12397,3,0,489,0,0
68423,8,0,751,1,0
23916,1,0,362,0,0
40795,7,0,482,1,0
19802,1,0,244,1,0
25342,0,0,581,1,0
55941,9,0,607,1,1
67812,2,1,589,1,1
85763,8,1,171,1,1
92864,2,1,513,1,0
53674,8,0,406,0,0
85844,6,1,574,0,1
28582,9,0,207,0,0
9271,0,1,154,1,0
99032,9,1,786,0,1
3796,4,1,48,1,0
20158,8,1,649,1,0
20413,2,0,1,0,0
19249,8,0,747,1,1
53621,4,1,905,1,1
45840,8,0,768,0,0
5056,9,0,407,1,1
75831,5,1,107,0,1
82712,8,0,173,1,1
66741,6,0,506,1,0
63911,6,0,130,0,0
52260,7,0,398,0,1
51413,6,1,294,0,0
63332,8,1,552,1,1
15517,8,0,447,1,0
24829,5,1,850,0,1
30199,6,1,16,0,1
98234,1,1,639,0,0
30061,8,0,885,1,0
12702,0,0,349,1,0
9356,0,1,203,0,0
86220,2,1,134,0,0
34781,5,0,771,0,0
91428,4,1,526,1,1
87540,1,0,508,0,0
64889,8,1,66,0,1
43461,9,0,480,0,0
64603,3,0,863,1,0
34640,3,0,459,1,0
26636,4,0,342,0,0
84800,7,1,707,1,1
63143,9,0,626,0,1
78632,3,1,159,0,0
56675,4,0,161,0,0
2971,3,0,254,0,0
46102,5,1,984,1,1
49912,2,1,897,0,0
22726,7,1,940,0,1
60079,5,0,527,1,1
76157,9,0,549,0,1
66768,4,1,155,1,0
99103,1,0,486,0,0
80170,9,1,432,0,0
89490,9,0,27,0,1
43098,6,0,12,0,1
63914,1,0,67,1,0
45707,0,1,542,0,0
7912,6,0,96,1,1
61944,4,1,215,1,1
70193,0,1,194,1,0
2279,3,0,647,0,0
43898,3,1,290,1,0
74701,9,1,544,1,1
8375,6,0,885,1,0
50674,8,1,39,0,1
47957,1,1,864,0,0
20800,0,0,939,1,0
39564,1,0,939,1,0
42451,6,0,206,0,0
93430,9,1,899,1,1
94419,5,1,942,1,1
82634,3,0,928,1,0
13969,0,1,555,0,0
60415,0,0,484,1,0
93788,4,0,337,1,0
21054,0,0,496,0,0
31655,6,1,771,1,1
63453,0,1,249,0,0
82290,0,0,74,0,0
45126,1,0,373,0,0
47076,9,1,831,1,1
80678,2,0,879,1,0
91602,0,1,808,1,1
45195,8,0,786,1,1
14370,9,0,835,1,0
31008,7,1,871,1,0
15623,4,1,702,1,0
62533,1,1,138,1,0
47168,4,1,948,0,0
20091,5,1,457,1,0
10875,0,0,814,1,0
77901,3,0,823,0,0
85095,8,1,942,1,1
61350,1,1,843,0,0
16773,4,0,444,1,0
27156,0,0,353,1,0
6714,3,1,996,0,0
7515,3,1,794,0,0
88791,5,0,411,1,1
43984,9,1,678,0,0
17064,8,0,790,1,0
37826,2,0,538,1,0
37144,8,1,982,1,0
57249,5,0,453,1,1
37644,6,0,419,1,0
50076,9,0,450,1,0
32352,1,1,995,0,0
3932,9,0,585,0,0
90911,5,1,115,0,1
80537,5,0,51,1,1
34248,1,0,369,0,0
61340,1,0,914,1,0
88554,1,0,683,0,0
85176,9,0,780,1,1
77216,0,1,515,1,0
53559,4,1,210,1,0
38502,7,0,888,1,0
57827,1,1,998,1,0
38678,4,1,903,0,0
90553,7,0,993,1,0
22418,9,1,902,0,0
75815,4,1,850,1,1
77887,1,1,813,1,1
85129,2,1,895,1,0
20566,5,0,854,0,0
95842,4,1,627,1,0
45575,3,0,679,0,0
60242,3,0,435,1,0
85260,4,1,777,0,1
26664,1,0,227,0,0
22512,8,1,663,0,0
93626,1,0,268,1,0
51101,9,1,116,1,1
57749,1,1,600,0,0
61057,9,0,830,1,1
35617,8,1,754,1,1
13256,2,1,360,1,0
23164,9,1,329,0,0
25811,6,1,845,0,0
30206,3,0,40,1,0
65558,5,0,182,0,1
16689,3,0,490,1,0
89372,9,1,209,1,0
86611,6,0,903,0,0
7314,0,1,273,0,0
96217,2,1,119,1,1
85831,2,1,382,1,1
27227,0,0,946,1,0
5241,5,0,536,0,0
28984,8,0,258,0,0
90521,7,0,483,1,1
2808,6,1,509,1,1
18475,9,0,92,0,0
15188,7,0,979,1,0
57715,5,0,161,0,0
45146,8,0,149,0,0
10114,2,1,117,1,0
64525,9,0,458,1,1
3373,9,0,565,0,1
47235,8,0,814,1,0
30981,3,1,45,0,0
97122,6,0,777,0,1
78177,8,0,998,0,0
8812,1,0,774,1,0
74804,1,1,819,1,1
52974,8,1,234,1,1
69187,2,0,375,0,0
12397,8,0,547,0,0
27228,4,1,850,0,0
68468,5,1,949,0,1
94119,1,1,915,1,0
87699,7,1,197,1,1
88599,8,1,25,1,1
79058,1,0,395,0,0
33020,5,0,714,0,0
11256,5,0,785,1,0
11208,7,0,36,0,1
31945,9,1,474,1,1
2900,4,1,223,0,0
42812,8,1,864,0,0
2710,0,1,789,0,0
77703,8,1,530,0,1
33972,9,0,188,0,0
10828,6,0,402,1,0
95202,3,0,257,1,0
95419,2,0,654,1,0
20683,9,0,136,0,0
85874,5,1,962,1,1
7363,0,1,819,1,0
67550,2,1,591,0,0
89385,1,1,444,0,0
19556,8,1,418,1,0
91218,2,0,292,1,0
66042,1,0,574,1,0
13789,3,0,129,1,0
33034,1,1,341,1,0
33376,0,1,810,0,0
19973,5,1,257,1,1
13150,9,1,992,1,0
66316,7,0,724,1,0
84544,9,1,566,1,1
84140,9,0,687,1,1
21744,1,1,100,1,0
62121,8,0,39,0,0
37225,2,1,926,0,0
66999,7,1,263,0,1
42391,7,0,150,1,0
35160,2,0,633,1,0
1638,2,1,690,0,0
36276,5,0,813,1,0
41620,0,1,330,1,0
25775,3,1,120,1,0
18387,0,0,584,0,0
274,2,1,219,0,0
92368,8,1,906,0,0
35098,4,0,910,1,0
53412,4,1,814,0,0
12212,3,1,123,0,0
75325,2,1,244,0,1
44914,4,1,886,1,0
85191,3,0,587,0,0
50819,7,0,518,0,0
34019,3,0,21,1,0
73255,7,1,190,0,1
71669,5,0,225,1,1
41428,4,0,915,1,0
70582,3,0,615,0,0
24718,3,1,856,0,0
34775,3,0,466,0,0
19019,8,0,99,1,0
4273,3,1,830,0,0
26500,8,1,363,0,0
50545,9,1,997,0,1
70405,5,1,83,1,1
37664,9,1,693,1,1
45914,6,1,664,1,0
79847,9,0,56,0,1
88891,2,0,702,0,0
28062,7,1,930,1,0
84992,2,1,22,0,0
85942,0,0,580,0,0
70633,9,1,185,1,0
56284,4,1,522,1,0
83012,1,0,578,1,0
10678,9,1,264,0,0
18724,5,1,225,0,0
39294,9,0,635,0,0
489,8,0,38,1,1
99403,0,0,123,1,0
67491,3,0,830,0,0
13894,0,0,156,1,0
58102,0,1,906,1,1
35631,7,1,301,0,0
52915,1,1,833,1,1
5086,0,1,994,0,0
32398,7,1,67,1,0
1581,3,0,905,0,0
56508,2,1,645,1,0
69367,3,1,874,0,0
16935,4,1,394,1,0
27898,0,1,652,1,0
91749,0,1,594,1,0
64987,2,0,570,1,0
19577,5,1,661,1,1
17366,0,1,405,0,1
86428,1,1,449,0,0
86088,6,1,131,0,1
43626,0,1,69,1,0
11989,6,1,345,0,0
24435,3,0,762,1,0
11354,9,1,320,1,0
86710,5,0,177,0,1
11542,7,0,584,0,0
46389,8,1,529,1,0
53847,5,1,841,1,0
37427,8,1,160,0,0
16299,3,0,582,0,0
72927,5,1,625,1,1
212,7,1,744,1,0
87151,8,1,533,0,1
19681,2,0,135,1,0
59822,1,0,775,1,0
92136,5,1,111,0,0
97662,3,0,999,0,0
16623,0,1,758,1,0
67060,7,0,283,1,1
19652,8,1,520,0,0
10908,8,0,969,1,1
72625,1,1,796,0,0
23720,8,1,719,1,1
987,6,0,194,0,0
31902,4,0,967,1,0
85124,6,0,47,1,1
95649,8,0,978,1,1
82038,7,0,342,0,1
86841,5,1,242,0,1
26149,3,1,522,0,0
77889,0,0,370,1,0
84626,5,1,801,1,1
7946,2,1,903,0,0
90663,5,0,131,0,0
46320,5,1,270,1,0
46263,3,1,940,1,0
3865,1,0,814,1,0
81586,8,0,61,1,1
45370,1,1,164,0,0
75377,2,0,525,0,0
88378,9,1,272,1,1
90339,0,0,720,1,0
23031,6,0,758,1,0
89216,0,0,133,0,0
55733,8,0,244,0,1
80802,0,1,985,1,0
52013,4,0,806,1,0
94876,6,0,998,1,1
26091,2,1,434,1,0
54945,8,1,38,1,1
98605,7,1,871,1,1
55412,2,1,568,0,0
10661,4,0,319,0,0
17001,6,1,510,0,1
95656,3,0,376,1,0
62975,4,1,560,1,0
26017,2,0,617,1,0
62220,8,1,474,0,1
2088,9,0,59,1,0
14356,8,0,589,0,0
87828,6,1,940,1,1
28330,9,0,499,1,0
59878,1,0,218,1,1
45933,6,0,895,0,0
22725,6,0,567,0,0
32188,4,1,567,0,0
79750,8,0,129,1,1
41267,2,0,904,0,0
71391,3,1,383,1,0
65403,0,1,388,1,1
76461,5,1,85,0,1
88329,3,0,510,0,0
4217,0,0,726,1,0
90365,1,1,627,1,0
97818,2,0,437,1,1
60810,8,1,826,1,1
94526,7,0,293,0,1
94976,6,1,49,0,1
67154,3,0,67,0,0
31049,0,1,787,1,0
22647,7,0,129,1,0
81982,3,1,29,1,1
68236,2,0,343,0,0
64719,8,0,545,1,1
61942,9,0,119,1,0
94903,3,1,692,0,0
27090,3,0,937,0,0
16293,8,0,663,1,1
30209,1,0,133,0,0
19333,4,1,327,1,0
81830,3,0,185,0,1
34610,8,1,506,1,1
1406,4,0,646,0,0
3949,8,1,689,0,0
12460,8,1,534,0,0
94867,1,0,241,0,0
45900,8,1,589,1,0
37063,2,1,716,1,0
54430,3,0,516,0,0
51807,0,1,840,1,0
18789,0,1,960,0,0
29184,0,1,165,0,0
40487,8,1,927,1,0
74916,7,0,933,1,1
2742,4,1,640,1,0
42237,4,1,557,1,0
79932,8,0,218,1,1
55661,2,0,747,1,0
62360,2,1,648,1,0
15538,6,0,680,0,0
48542,8,0,993,1,0
3094,5,0,749,0,0
99675,1,0,605,1,0
1913,0,0,5,1,0
93127,1,0,668,0,0
84481,0,0,757,0,0
55376,9,0,872,0,0
41343,9,0,81,0,0
63012,8,1,247,1,0
60372,9,1,855,1,0
42151,7,1,493,0,1
78954,6,1,649,0,1
82836,2,1,386,1,0
65718,7,0,575,1,1
2020,1,0,992,0,0
77319,1,1,307,1,0
76972,9,1,628,1,1
81232,2,0,625,0,0
2193,6,1,543,0,0
13005,0,0,7,0,0
24451,7,1,926,0,0
31081,6,0,954,1,0
74003,3,1,515,0,0
70921,4,0,819,1,0
82389,9,1,755,1,1
84121,0,1,568,1,0
78613,3,0,73,1,0
19974,0,0,10,0,0
51031,0,1,573,1,1
7774,9,1,562,0,0
50616,0,0,122,1,0
94674,6,0,687,0,1
60786,6,0,986,1,1
94951,3,1,513,1,0
69312,1,1,990,0,0
2526,2,0,441,0,0
90109,7,1,38,0,1
68598,7,1,702,0,1
30043,5,0,591,1,1
66495,9,1,345,1,1
44916,8,0,966,1,0
4238,8,0,338,1,0
91276,3,1,961,1,1
76045,0,1,702,0,0
4117,0,0,184,0,0
10551,9,0,67,1,1
63056,4,0,17,0,0
93963,1,1,383,1,0
10378,5,0,368,1,0
90580,6,0,904,0,0
43864,0,0,316,1,0
1234,5,0,497,0,0
63043,7,1,808,1,1
95767,4,1,721,0,1
54418,6,0,345,1,0
60228,9,1,958,1,1
88156,5,1,553,0,1
21969,3,1,908,1,0
5139,6,0,989,1,0
21381,9,1,473,0,1
10542,8,1,115,0,1
73888,9,0,100,0,0
27686,9,0,885,1,1
53153,6,1,438,0,1
50589,4,1,345,0,0
83204,6,0,349,0,0
86446,2,0,139,1,0
67187,1,0,828,0,0
12725,4,0,324,1,0
34497,3,1,846,1,0
58771,4,0,302,0,0
91885,7,1,294,1,1
66997,3,1,957,1,0
26249,8,1,529,1,0
60130,6,0,834,1,1
70006,9,0,968,1,1
5383,6,1,292,0,0
7710,7,1,74,0,0
43426,5,1,775,0,1
15024,7,1,484,1,0
76262,2,1,16,0,1
969,9,0,526,1,0
97188,9,0,336,1,1
1114,0,0,793,1,0
10203,5,1,873,1,1
82622,0,1,516,0,0
96107,8,0,925,1,1
33558,1,0,127,0,0
90705,1,1,824,0,0
82509,6,0,518,1,1
23348,1,0,129,0,0
89260,9,0,511,0,1
43616,7,1,423,0,0
29161,5,1,385,1,0
24270,6,0,883,1,0
8124,6,1,232,1,1
82314,5,0,959,0,1
86047,9,0,825,0,0
43903,8,1,195,1,0
19396,8,1,65,1,1
91929,6,1,833,0,1
92808,8,0,615,1,1
86764,9,0,277,1,1
18357,2,0,670,0,0
12955,2,1,224,0,0
85278,0,0,801,1,0
20125,4,0,944,1,0
4558,3,0,278,1,0
63710,1,0,990,1,0
70943,8,1,694,0,1
84061,2,1,366,1,0
49931,7,1,516,1,0
43527,5,0,215,0,1
93909,4,0,439,0,0
38606,0,0,428,0,0
5768,3,1,729,0,0
91570,2,1,396,0,0
47295,0,1,209,0,0
73333,4,1,501,0,0
24517,5,1,463,1,0
82082,1,0,586,1,0
10851,2,1,227,0,0
46318,5,1,375,1,1
7452,3,1,500,1,0
79152,8,0,948,0,0
88935,4,1,93,0,0
97593,3,1,460,0,0
29027,1,1,577,0,0
41194,5,0,321,0,0
54222,9,0,10,1,1
29593,1,1,914,1,0
92347,6,1,303,0,1
73639,2,1,322,0,0
31807,8,1,817,1,1
68914,4,0,456,1,0
7396,7,1,278,1,1
25498,5,0,598,0,0
35942,9,1,538,0,1
13361,7,0,730,1,0
76809,2,0,393,0,0
96085,2,1,917,1,0
56804,4,0,95,0,0
67273,9,1,756,0,1
31881,2,0,959,1,0
13752,7,0,107,1,1
5203,9,1,390,0,0
25600,7,1,760,1,1
35629,1,0,526,0,0
18552,3,0,673,1,0
49493,9,1,71,1,1
31274,0,1,664,0,0
64550,3,1,969,0,0
35536,3,0,587,0,0
47506,9,1,376,1,0
63159,8,1,727,1,1
16054,2,0,368,0,0
82822,1,1,51,1,0
12456,8,1,898,0,0
98599,8,1,143,0,1
2287,0,1,419,0,0
77343,5,0,548,0,0
35198,9,1,500,0,0
92571,7,1,886,1,0
21325,2,1,988,1,0
3706,8,1,167,0,1
57720,1,1,748,1,0
32928,5,1,260,0,1
26589,0,0,192,1,0
14487,6,0,202,1,0
69563,2,0,774,0,0
71932,6,1,185,1,1
96080,3,1,158,0,0
2691,8,1,758,1,0
48616,4,0,622,0,0
91783,2,1,99,0,0
62161,7,0,241,0,1
66836,5,1,491,0,1
81357,1,1,202,0,0
61853,2,0,634,0,0
84874,7,0,509,1,1
11187,9,0,629,0,0
30916,6,0,96,1,0
23508,9,0,746,0,0
236,5,0,490,1,1
17513,0,1,579,0,0
59600,8,0,888,0,1
84614,2,1,218,1,0
56458,4,1,527,0,0
66297,6,1,273,0,1
92889,6,1,219,0,1
92520,2,1,786,0,0
32954,3,0,883,1,0
76340,9,0,659,0,1
90163,6,0,332,1,1
16422,7,1,856,0,0
7068,1,0,453,0,0
27618,8,1,152,0,0
52025,6,1,347,0,1
59948,7,1,816,1,1
93522,5,1,414,0,0
1800,5,0,527,0,0
93882,8,0,431,0,1
23299,3,0,379,1,0
44689,4,0,998,1,0
32215,8,0,895,1,0
62034,0,1,428,1,0
54416,3,0,866,0,0
5620,6,1,923,0,1
36555,8,1,84,1,0
86565,9,1,192,0,1
41705,5,0,41,0,0
15055,7,1,864,1,0
44149,8,1,836,0,0
14017,9,0,773,1,0
70393,3,1,309,1,0
78681,0,1,378,1,1
65025,7,1,136,1,1
70369,1,0,790,1,0
31054,0,1,106,1,0
96771,6,1,519,0,1
72717,9,0,918,0,1
41558,8,0,814,0,0
89137,8,1,542,1,1
21213,2,0,126,1,0
90326,5,0,357,1,1
44039,6,0,400,0,1
29445,9,0,79,0,0
46413,8,0,389,1,1
92465,1,0,579,1,0
69266,7,0,535,1,0
47961,6,1,701,1,1
97506,3,0,74,1,0
49398,1,0,5,0,0
47321,7,0,919,1,1
45042,4,1,463,1,1
3553,5,0,82,1,1
55035,6,0,537,1,1
43470,9,1,776,0,0
8428,0,0,991,1,0
15634,7,1,405,1,0
85380,3,1,514,1,0
85025,8,0,278,0,0
36420,0,1,840,1,0
49270,1,0,855,0,0
80301,5,0,224,1,1
8740,9,1,584,1,1
91157,0,1,68,1,0
30149,3,0,320,1,0
5718,7,0,606,1,0
56153,9,1,19,1,1
2020,4,0,640,1,0
44037,8,0,343,1,0
69824,5,0,594,1,0
12307,0,1,766,0,0
65874,5,0,949,0,1
33072,5,0,733,0,0
10899,5,0,343,0,0
71188,7,1,97,1,1
29016,5,1,52,1,0
70563,4,1,175,0,0
93600,1,0,338,0,0
76800,3,1,694,0,0
37258,9,0,940,0,0
84707,4,1,353,1,0
71796,9,0,391,0,1
61610,3,1,115,1,1
58792,1,0,348,1,0
61844,6,0,1,1,1
15910,9,1,63,0,0
5226,9,0,760,0,0
30109,1,1,743,1,0
99220,0,1,226,0,0
91032,4,0,423,0,0
292,0,0,19,1,0
36513,0,1,31,1,0
12916,0,1,845,0,0
39182,5,1,633,1,1
65148,8,0,24,0,1
51040,9,1,837,0,1
32230,0,0,983,1,0
40242,4,0,211,1,0
36568,8,1,961,0,0
30798,8,1,161,1,0
10755,0,0,255,0,0
47997,7,0,571,1,0
30175,0,0,114,0,0
9459,7,0,504,1,0
42156,0,1,929,0,0
51931,4,0,672,0,0
59291,7,1,955,1,1
33372,5,1,220,0,0
14771,8,1,357,0,1
27148,0,0,169,0,0
76374,8,0,524,0,0
26063,0,1,969,0,0
44054,9,1,242,1,1
72409,9,1,375,0,1
95530,2,1,139,0,0
